25;1;1;;;;;;;;;
225;2;2;200;31138400;;;;;;;
256;1;3;31;;;;;;;;
529;1;4;273;;;;;;;;
625;1;5;96;;;;;;;;
1225;2;6;600;;;;;;;;
1521;1;7;296;;;;;;;;
2025;2;8;504;;;;;;;;
2500;1;9;475;;;;;;;;
3025;1;10;525;;;;;;;;
4225;2;11;1200;;;;;;;;
5329;1;12;1104;;;;;;;;
5929;1;13;600;;;;;;;;
7225;2;14;1296;;;;;;;;
9025;1;15;1800;;;;;;;;
11025;1;16;2000;;;;;;;;
12544;1;17;1519;;;;;;;;
13225;2;18;681;;;;;;;;
15129;1;19;1904;;;;;;;;
18225;2;20;3096;;;;;;;;
21025;2;21;2800;;;;;;;;
22500;2;22;1475;;;;;;;;
24025;2;23;1525;;;;;;;;
25281;2;24;1256;;;;;;;;
25600;1;25;319;;;;;;;;
25921;2;26;321;;;;;;;;
26569;1;27;648;;;;;;;;
27225;3;28;656;;;;;;;;
28561;1;29;1336;;;;;;;;
29584;1;30;1023;;;;;;;;
30625;1;31;1041;;;;;;;;
34225;2;32;3600;;;;;;;;
35721;1;33;1496;;;;;;;;
38025;1;34;2304;;;;;;;;
42025;2;35;4000;;;;;;;;
44521;1;36;2496;;;;;;;;
46225;2;37;1704;;;;;;;;
47524;1;38;1299;;;;;;;;
52441;1;39;4917;;;;;;;;
52900;1;40;459;;;;;;;;
53824;1;41;924;;;;;;;;
54289;1;42;465;;;;;;;;
57121;1;43;2832;;;;;;;;
60025;1;44;2904;;;;;;;;
62500;1;45;2475;;;;;;;;
70225;2;46;7725;;;;;;;;
74529;1;47;4304;;;;;;;;
79524;1;48;4995;;;;;;;;
81225;2;49;1701;;;;;;;;
83521;1;50;2296;;;;;;;;
85264;1;51;1743;;;16:09;width;;;;
87025;1;52;1761;;1500;375;1125;;1200;400;1600
93025;1;53;6000;;1501;375,25;1125,75;;1201;133,4444444;2135,111111
99225;2;54;6200;;1502;375,5;1126,5;;1202;133,5555556;2136,888889
112225;3;55;13000;;1503;375,75;1127,25;;1203;133,6666667;2138,666667
119025;1;56;6800;;1504;376;1128;;1204;133,7777778;2140,444444
122500;2;57;3475;;1505;376,25;1128,75;;1205;133,8888889;2142,222222
125316;1;58;2816;;1506;376,5;1129,5;;1206;134;2144
126025;2;59;709;;1507;376,75;1130,25;;1207;134,1111111;2145,777778
133225;2;60;7200;;1508;377;1131;;1208;134,2222222;2147,555556
135424;1;61;2199;;1509;377,25;1131,75;;1209;134,3333333;2149,333333
140625;1;62;5201;;1510;377,5;1132,5;;1210;134,4444444;2151,111111
145924;1;63;5299;;1511;377,75;1133,25;;1211;134,5555556;2152,888889
148225;2;64;2301;;1512;378;1134;;1212;134,6666667;2154,666667
151321;1;65;3096;;1513;378,25;1134,75;;1213;134,7777778;2156,444444
152100;1;66;779;;1514;378,5;1135,5;;1214;134,8888889;2158,222222
152881;1;67;781;;;;;;;;
159201;1;68;6320;;;;;;;;
164025;1;69;4824;;;;;;;;
172225;3;70;8200;;;;;;;;
180625;1;71;8400;;;;;;;;
189225;2;72;8600;;;;;;;;
198025;1;73;8800;;;;;;;;
202500;2;74;4475;;;;;;;;
205209;2;75;2709;;;;;;;;
207025;2;76;1816;;;;;;;;
212521;3;77;5496;;;;;;;;
215296;2;78;2775;;;;;;;;
216225;3;79;929;;;;;;;;
217156;1;80;931;;;;;;;;
226576;2;81;9420;;;;;;;;
227529;3;82;953;;;;;;;;
234256;2;83;6727;;;;;;;;
250000;1;84;15744;;;;;;;;
251001;1;85;1001;;;;;;;;
252004;2;86;1003;;;;;;;;
253009;1;87;1005;;;;;;;;
254016;1;88;1007;;;;;;;;
256036;1;89;2020;;;;;;;;
257049;1;90;1013;;;;;;;;
258064;1;91;1015;;;;;;;;
259081;1;92;1017;;;;;;;;
266256;2;93;7175;;;;;;;;
273529;2;94;7273;;;;;;;;
274576;1;95;1047;;;;;;;;
286225;3;96;11649;;;;;;;;
290521;2;97;4296;;;;;;;;
295936;1;98;5415;;;;;;;;
297025;2;99;1089;;;;;;;;
302500;1;100;5475;;;;;;;;
308025;1;101;5525;;;;;;;;
319225;2;102;11200;;;;;;;;
320356;1;103;1131;;;;;;;;
330625;1;104;10269;;;;;;;;
335241;1;105;4616;;;;;;;;
342225;3;106;6984;;;;;;;;
352836;1;107;10611;;;;;;;;
366025;1;108;13189;;;;;;;;
378225;2;109;12200;;;;;;;;
390625;1;110;12400;;;;;;;;
403225;2;111;12600;;;;;;;;
416025;1;112;12800;;;;;;;;
422500;2;113;6475;;;;;;;;
425104;1;114;2604;;;;;;;;
429025;2;115;3921;;;;;;;;
442225;3;116;13200;;;;;;;;
450241;1;117;8016;;;;;;;;
452929;2;118;2688;;;;;;;;
454276;1;119;1347;;;;;;;;
458329;1;120;4053;;;;;;;;
465124;1;121;6795;;;;;;;;
469225;2;122;4101;;;;;;;;
483025;1;123;13800;;;;;;;;
497025;1;124;14000;;;;;;;;
501264;1;125;4239;;;;;;;;
502681;1;126;1417;;;;;;;;
521284;2;127;18603;;;;;;;;
522729;3;128;1445;;;;;;;;
524176;1;129;1447;;;;;;;;
527076;1;130;2900;;;;;;;;
529984;1;131;2908;;;;;;;;
532900;1;132;2916;;;;;;;;
537289;1;133;4389;;;;;;;;
546121;1;134;8832;;;;;;;;
579121;1;135;33000;;;;;;;;
582169;1;136;3048;;;;;;;;
588289;1;137;6120;;;;;;;;
589824;1;138;1535;;;;;;;;
592900;1;139;3076;;;;;;;;
600625;1;140;7725;;;;;;;;
605284;1;141;4659;;;;;;;;
611524;1;142;6240;;;;;;;;
616225;2;143;4701;;;;;;;;
622521;3;144;6296;;;;;;;;
625681;1;145;3160;;;;;;;;
632025;2;146;6344;;;;;;;;
635209;1;147;3184;;;;;;;;
648025;1;148;12816;;;;;;;;
651249;1;149;3224;;;;;;;;
652864;1;150;1615;;;;;;;;
657721;1;151;4857;;;;;;;;
662596;1;152;4875;;;;;;;;
664225;2;153;1629;;;;;;;;
680625;1;154;16400;;;;;;;;
697225;2;155;16600;;;;;;;;
714025;1;156;16800;;;;;;;;
722500;2;157;8475;;;;;;;;
725904;1;158;3404;;;;;;;;
731025;1;159;5121;;;;;;;;
748225;2;160;17200;;;;;;;;
753424;1;161;5199;;;;;;;;
783225;2;162;29801;;;;;;;;
801025;1;163;17800;;;;;;;;
819025;1;164;18000;;;;;;;;
837225;2;165;18200;;;;;;;;
851929;1;166;14704;;;;;;;;
859329;1;167;7400;;;;;;;;
872356;1;168;13027;;;;;;;;
874225;2;169;1869;;;;;;;;
893025;1;170;18800;;;;;;;;
902500;1;171;9475;;;;;;;;
912025;2;172;9525;;;;;;;;
923521;2;173;11496;;;;;;;;
925444;1;174;1923;;;;;;;;
931225;2;175;5781;;;;;;;;
968256;1;176;37031;;;;;;;;
970225;2;177;1969;;;;;;;;
990025;1;178;19800;;;;;;;;
1010025;1;179;20000;;;;;;;;
1030225;2;180;20200;;;;;;;;
1032256;2;181;2031;;;;;;;;
1046529;1;182;14273;;;;;;;;
1052676;1;183;6147;;;;;;;;
1054729;1;184;2053;;;;;;;;
1065024;1;185;10295;;;;;;;;
1071225;2;186;6201;;;;;;;;
1079521;1;187;8296;;;;;;;;
1092025;2;188;12504;;;;;;;;
1102500;1;189;10475;;;;;;;;
1113025;1;190;10525;;;;;;;;
1125721;2;191;12696;;;;;;;;
1134225;2;192;8504;;;;;;;;
1151329;1;193;17104;;;;;;;;
1159929;1;194;8600;;;;;;;;
1177225;2;195;17296;;;;;;;;
1185921;1;196;8696;;;;;;;;
1199025;1;197;13104;;;;;;;;
1205604;1;198;6579;;;;;;;;
1221025;3;199;15421;;;;;;;;
1225449;2;200;4424;;;;;;;;
1236544;1;201;11095;;;;;;;;
1243225;3;202;6681;;;;;;;;
1252161;2;203;8936;;;;;;;;
1254400;1;204;2239;;;;;;;;
1256641;1;205;2241;;;;;;;;
1258884;1;206;2243;;;;;;;;
1288225;3;207;29341;;;;;;;;
1295044;1;208;6819;;;;;;;;
1311025;1;209;15981;;;;;;;;
1322500;2;210;11475;;;;;;;;
1334025;1;211;11525;;;;;;;;
1350244;1;212;16219;;;;;;;;
1375929;1;213;25685;;;;;;;;
1380625;1;214;4696;;;;;;;;
1385329;1;215;4704;;;;;;;;
1404225;2;216;18896;;;;;;;;
1425636;1;217;21411;;;;;;;;
1428025;2;218;2389;;;;;;;;
1435204;1;219;7179;;;;;;;;
1459264;1;220;24060;;;;;;;;
1466521;1;221;7257;;;;;;;;
1476225;2;222;9704;;;;;;;;
1483524;1;223;7299;;;;;;;;
1495729;1;224;12205;;;;;;;;
1512900;1;225;17171;;;;;;;;
1517824;1;226;4924;;;;;;;;
1520289;2;227;2465;;;;;;;;
1527696;1;228;7407;;;;;;;;
1532644;1;229;4948;;;;;;;;
1590121;1;230;57477;;;;;;;;
1592644;1;231;2523;;;;;;;;
1600225;2;232;7581;;;;;;;;
1602756;1;233;2531;;;;;;;;
1605289;1;234;2533;;;;;;;;
1620529;2;235;15240;;;;;;;;
1643524;1;236;22995;;;;;;;;
1661521;1;237;17997;;;;;;;;
1677025;1;238;15504;;;;;;;;
1695204;1;239;18179;;;;;;;;
1703025;1;240;7821;;;;;;;;
1726596;1;241;23571;;;;;;;;
1729225;3;242;2629;;;;;;;;
1750329;1;243;21104;;;;;;;;
1752976;1;244;2647;;;;;;;;
1758276;1;245;5300;;;;;;;;
1782225;3;246;23949;;;;;;;;
1809025;1;247;26800;;;;;;;;
1822500;2;248;13475;;;;;;;;
1825201;2;249;2701;;;;;;;;
1836025;1;250;10824;;;;;;;;
1852321;2;251;16296;;;;;;;;
1863225;2;252;10904;;;;;;;;
1885129;1;253;21904;;;;;;;;
1890625;1;254;5496;;;;;;;;
1918225;2;255;27600;;;;;;;;
1926544;1;256;8319;;;;;;;;
1946025;1;257;19481;;;;;;;;
1957201;1;258;11176;;;;;;;;
1974025;1;259;16824;;;;;;;;
1985281;1;260;11256;;;;;;;;
2002225;4;261;16944;;;;;;;;
2013561;1;262;11336;;;;;;;;
2030625;2;263;17064;;;;;;;;
2050624;2;264;19999;;;;;;;;
2053489;1;265;2865;;;;;;;;
2085136;1;266;31647;;;;;;;;
2088025;2;267;2889;;;;;;;;
2102500;2;268;14475;;;;;;;;
2105401;1;269;2901;;;;;;;;
2117025;2;270;11624;;;;;;;;
2125764;2;271;8739;;;;;;;;
2134521;2;272;8757;;;;;;;;
2146225;3;273;11704;;;;;;;;
2149156;1;274;2931;;;;;;;;
2152089;2;275;2933;;;;;;;;
2157961;1;276;5872;;;;;;;;
2178576;1;277;20615;;;;;;;;
2181529;2;278;2953;;;;;;;;
2202256;4;279;20727;;;;;;;;
2250000;2;280;47744;;;;;;;;
2253001;2;281;3001;;;;;;;;
2256004;2;282;3003;;;;;;;;
2259009;2;283;3005;;;;;;;;
2298256;3;284;39247;;;;;;;;
2319529;2;285;21273;;;;;;;;
2322576;3;286;3047;;;;;;;;
2350089;1;287;27513;;;;;;;;
2359296;2;288;9207;;;;;;;;
2365444;1;289;6148;;;;;;;;
2368521;2;290;3077;;;;;;;;
2387025;2;291;18504;;;;;;;;
2402500;2;292;15475;;;;;;;;
2405601;1;293;3101;;;;;;;;
2418025;2;294;12424;;;;;;;;
2449225;3;295;31200;;;;;;;;
2458624;2;296;9399;;;;;;;;
2480625;2;297;22001;;;;;;;;
2499561;1;298;18936;;;;;;;;
